item_id,user_id,rating,timestamp,model_attr,category,brand,year,user_attr,split
0,37,5.0,1999-12-07,Female,Portable Audio & Video,,1999,,0
0,38,2.0,1999-12-07,Female,Portable Audio & Video,,1999,,0
0,39,5.0,1999-12-08,Female,Portable Audio & Video,,1999,,0
0,40,5.0,1999-12-10,Female,Portable Audio & Video,,1999,,0
0,41,2.0,1999-12-10,Female,Portable Audio & Video,,1999,,0
1,42,5.0,1999-12-13,Female,Computers & Accessories,HP,2000,,0
0,43,4.0,1999-12-22,Female,Portable Audio & Video,,1999,,0
0,44,5.0,1999-12-27,Female,Portable Audio & Video,,1999,,0
0,45,5.0,1999-12-28,Female,Portable Audio & Video,,1999,,0
0,46,5.0,1999-12-30,Female,Portable Audio & Video,,1999,,0
0,47,5.0,2000-01-03,Female,Portable Audio & Video,,1999,,0
0,48,1.0,2000-01-04,Female,Portable Audio & Video,,1999,,0
0,49,4.0,2000-01-06,Female,Portable Audio & Video,,1999,,0
0,50,4.0,2000-01-06,Female,Portable Audio & Video,,1999,,0
0,51,1.0,2000-01-06,Female,Portable Audio & Video,,1999,,0
0,52,4.0,2000-01-07,Female,Portable Audio & Video,,1999,,0
0,53,1.0,2000-01-09,Female,Portable Audio & Video,,1999,,0
0,54,5.0,2000-01-12,Female,Portable Audio & Video,,1999,,0
0,55,5.0,2000-01-14,Female,Portable Audio & Video,,1999,,0
0,56,5.0,2000-01-17,Female,Portable Audio & Video,,1999,,0
0,57,5.0,2000-01-22,Female,Portable Audio & Video,,1999,,0
0,58,4.0,2000-01-24,Female,Portable Audio & Video,,1999,,0
0,59,5.0,2000-01-29,Female,Portable Audio & Video,,1999,,0
0,60,5.0,2000-01-31,Female,Portable Audio & Video,,1999,,0
0,61,3.0,2000-02-01,Female,Portable Audio & Video,,1999,,0
0,62,5.0,2000-02-01,Female,Portable Audio & Video,,1999,,0
0,63,3.0,2000-02-14,Female,Portable Audio & Video,,1999,,0
0,64,3.0,2000-02-15,Female,Portable Audio & Video,,1999,,0
0,65,1.0,2000-02-19,Female,Portable Audio & Video,,1999,,0
0,66,3.0,2000-02-21,Female,Portable Audio & Video,,1999,,0
0,67,2.0,2000-02-27,Female,Portable Audio & Video,,1999,,0
0,68,5.0,2000-02-28,Female,Portable Audio & Video,,1999,,0
0,69,4.0,2000-02-29,Female,Portable Audio & Video,,1999,,0
0,70,2.0,2000-03-01,Female,Portable Audio & Video,,1999,,0
0,71,5.0,2000-03-12,Female,Portable Audio & Video,,1999,,0
0,72,5.0,2000-03-16,Female,Portable Audio & Video,,1999,,0
0,73,5.0,2000-03-17,Female,Portable Audio & Video,,1999,,0
0,74,2.0,2000-03-22,Female,Portable Audio & Video,,1999,,0
1,75,5.0,2000-03-22,Female,Computers & Accessories,HP,2000,,0
1,76,5.0,2000-03-23,Female,Computers & Accessories,HP,2000,,0
1,77,2.0,2000-03-25,Female,Computers & Accessories,HP,2000,,0
3,78,4.0,2000-03-28,Female,Camera & Photo,,2005,,0
3,79,5.0,2000-03-28,Female,Camera & Photo,,2005,,0
3,80,4.0,2000-03-30,Female,Camera & Photo,,2005,,0
3,81,5.0,2000-03-31,Female,Camera & Photo,,2005,Male,0
0,82,5.0,2000-04-01,Female,Portable Audio & Video,,1999,,0
2,83,5.0,2000-04-05,Female&Male,Headphones,,2000,,0
3,84,1.0,2000-04-06,Female,Camera & Photo,,2005,,0
0,85,5.0,2000-04-12,Female,Portable Audio & Video,,1999,,0
3,86,2.0,2000-04-12,Female,Camera & Photo,,2005,,0
3,87,5.0,2000-04-12,Female,Camera & Photo,,2005,,0
3,88,4.0,2000-04-14,Female,Camera & Photo,,2005,,0
0,89,5.0,2000-04-15,Female,Portable Audio & Video,,1999,,0
3,90,4.0,2000-04-15,Female,Camera & Photo,,2005,,0
0,91,2.0,2000-04-16,Female,Portable Audio & Video,,1999,,0
3,92,5.0,2000-04-17,Female,Camera & Photo,,2005,,0
0,93,1.0,2000-04-22,Female,Portable Audio & Video,,1999,,0
0,94,1.0,2000-04-27,Female,Portable Audio & Video,,1999,,0
0,95,4.0,2000-04-30,Female,Portable Audio & Video,,1999,,0
1,96,5.0,2000-05-05,Female,Computers & Accessories,HP,2000,,0
0,97,1.0,2000-05-06,Female,Portable Audio & Video,,1999,,0
3,98,4.0,2000-05-09,Female,Camera & Photo,,2005,,0
0,99,1.0,2000-05-09,Female,Portable Audio & Video,,1999,,0
3,100,5.0,2000-05-09,Female,Camera & Photo,,2005,,0
0,101,5.0,2000-05-11,Female,Portable Audio & Video,,1999,,0
3,102,5.0,2000-05-12,Female,Camera & Photo,,2005,,0
2,103,5.0,2000-05-14,Female&Male,Headphones,,2000,,0
1,104,5.0,2000-05-15,Female,Computers & Accessories,HP,2000,,0
0,105,5.0,2000-05-15,Female,Portable Audio & Video,,1999,,0
0,106,4.0,2000-05-17,Female,Portable Audio & Video,,1999,,0
3,107,3.0,2000-05-17,Female,Camera & Photo,,2005,,0
3,108,5.0,2000-05-18,Female,Camera & Photo,,2005,,0
3,109,5.0,2000-05-18,Female,Camera & Photo,,2005,,0
3,110,4.0,2000-05-19,Female,Camera & Photo,,2005,,0
0,111,4.0,2000-05-22,Female,Portable Audio & Video,,1999,,0
0,112,2.0,2000-05-23,Female,Portable Audio & Video,,1999,,0
1,113,5.0,2000-05-23,Female,Computers & Accessories,HP,2000,,0
0,114,3.0,2000-05-25,Female,Portable Audio & Video,,1999,,0
3,115,1.0,2000-05-26,Female,Camera & Photo,,2005,,0
0,116,5.0,2000-05-26,Female,Portable Audio & Video,,1999,,0
4,117,5.0,2000-05-29,Female,Television & Video,Philips,2000,,0
0,118,5.0,2000-06-05,Female,Portable Audio & Video,,1999,,0
5,119,5.0,2000-06-06,Female&Male,Camera & Photo,Polaroid,2000,,0
0,120,5.0,2000-06-06,Female,Portable Audio & Video,,1999,,0
3,121,5.0,2000-06-06,Female,Camera & Photo,,2005,,0
0,122,3.0,2000-06-08,Female,Portable Audio & Video,,1999,,0
6,123,1.0,2000-06-10,Female,Camera & Photo,Panasonic,2015,,0
0,124,5.0,2000-06-10,Female,Portable Audio & Video,,1999,,0
6,125,4.0,2000-06-10,Female,Camera & Photo,Panasonic,2015,,0
0,126,4.0,2000-06-11,Female,Portable Audio & Video,,1999,,0
7,127,4.0,2000-06-12,Female,Home Audio,Philips,2001,,0
0,128,4.0,2000-06-13,Female,Portable Audio & Video,,1999,,0
6,129,5.0,2000-06-14,Female,Camera & Photo,Panasonic,2015,,0
8,130,3.0,2000-06-14,Female,Accessories & Supplies,,2000,,0
7,131,4.0,2000-06-15,Female,Home Audio,Philips,2001,Male,0
0,132,3.0,2000-06-15,Female,Portable Audio & Video,,1999,,0
0,133,5.0,2000-06-18,Female,Portable Audio & Video,,1999,,0
7,134,5.0,2000-06-19,Female,Home Audio,Philips,2001,,0
0,135,2.0,2000-06-20,Female,Portable Audio & Video,,1999,,0
2,136,4.0,2000-06-24,Female&Male,Headphones,,2000,,0
3,137,3.0,2000-06-26,Female,Camera & Photo,,2005,,0
7,138,4.0,2000-06-26,Female,Home Audio,Philips,2001,,0
3,139,3.0,2000-06-29,Female,Camera & Photo,,2005,Female,0
1,140,1.0,2000-06-30,Female,Computers & Accessories,HP,2000,,0
0,141,4.0,2000-06-30,Female,Portable Audio & Video,,1999,,0
0,142,4.0,2000-07-07,Female,Portable Audio & Video,,1999,,0
3,143,5.0,2000-07-07,Female,Camera & Photo,,2005,,0
9,144,5.0,2000-07-10,Female,Camera & Photo,JVC,2018,,0
0,145,2.0,2000-07-11,Female,Portable Audio & Video,,1999,,0
2,146,4.0,2000-07-12,Female&Male,Headphones,,2000,,0
7,147,5.0,2000-07-13,Female,Home Audio,Philips,2001,,0
0,148,4.0,2000-07-15,Female,Portable Audio & Video,,1999,,0
3,149,5.0,2000-07-15,Female,Camera & Photo,,2005,,0
7,150,5.0,2000-07-16,Female,Home Audio,Philips,2001,,0
0,151,3.0,2000-07-16,Female,Portable Audio & Video,,1999,,0
0,152,4.0,2000-07-18,Female,Portable Audio & Video,,1999,,0
0,153,3.0,2000-07-27,Female,Portable Audio & Video,,1999,,0
7,154,3.0,2000-07-28,Female,Home Audio,Philips,2001,,0
5,155,3.0,2000-07-28,Female&Male,Camera & Photo,Polaroid,2000,,0
0,156,4.0,2000-08-01,Female,Portable Audio & Video,,1999,,0
7,157,2.0,2000-08-04,Female,Home Audio,Philips,2001,,0
3,158,2.0,2000-08-05,Female,Camera & Photo,,2005,,0
10,159,5.0,2000-08-06,Male,Portable Audio & Video,,2000,,0
1,160,5.0,2000-08-11,Female,Computers & Accessories,HP,2000,,0
11,161,4.0,2000-08-21,Male,Camera & Photo,Panasonic,2001,,0
3,162,3.0,2000-08-21,Female,Camera & Photo,,2005,,0
0,163,3.0,2000-08-29,Female,Portable Audio & Video,,1999,,0
0,164,4.0,2000-08-30,Female,Portable Audio & Video,,1999,,0
7,165,1.0,2000-08-30,Female,Home Audio,Philips,2001,,0
5,166,4.0,2000-09-14,Female&Male,Camera & Photo,Polaroid,2000,,0
1,167,5.0,2000-09-20,Female,Computers & Accessories,HP,2000,,0
0,168,1.0,2000-09-23,Female,Portable Audio & Video,,1999,,0
12,169,5.0,2000-09-25,Female&Male,Camera & Photo,Fujifilm,2001,,0
12,170,5.0,2000-09-26,Female&Male,Camera & Photo,Fujifilm,2001,,0
4,171,5.0,2000-10-06,Female,Television & Video,Philips,2000,,0
13,172,4.0,2000-10-06,Female,Camera & Photo,Nikon,2000,,0
1,173,4.0,2000-10-12,Female,Computers & Accessories,HP,2000,,0
11,174,5.0,2000-10-13,Male,Camera & Photo,Panasonic,2001,,0
13,175,5.0,2000-10-17,Female,Camera & Photo,Nikon,2000,,0
13,176,4.0,2000-10-19,Female,Camera & Photo,Nikon,2000,,0
11,177,5.0,2000-10-19,Male,Camera & Photo,Panasonic,2001,,0
8,178,1.0,2000-10-19,Female,Accessories & Supplies,,2000,Male,0
1,179,5.0,2000-10-19,Female,Computers & Accessories,HP,2000,,0
10,180,4.0,2000-10-20,Male,Portable Audio & Video,,2000,,0
13,181,4.0,2000-10-23,Female,Camera & Photo,Nikon,2000,,0
14,182,5.0,2000-10-25,Female&Male,Camera & Photo,Kodak,2001,,0
14,158,4.0,2000-10-28,Female&Male,Camera & Photo,Kodak,2001,,0
13,183,5.0,2000-10-29,Female,Camera & Photo,Nikon,2000,,0
11,184,3.0,2000-10-29,Male,Camera & Photo,Panasonic,2001,,0
13,185,4.0,2000-10-30,Female,Camera & Photo,Nikon,2000,,0
13,186,4.0,2000-11-01,Female,Camera & Photo,Nikon,2000,,0
1,187,5.0,2000-11-02,Female,Computers & Accessories,HP,2000,,0
15,188,5.0,2000-11-09,Female&Male,Camera & Photo,Kodak,2006,,0
15,189,5.0,2000-11-10,Female&Male,Camera & Photo,Kodak,2006,,0
1,190,5.0,2000-11-11,Female,Computers & Accessories,HP,2000,,0
13,191,5.0,2000-11-11,Female,Camera & Photo,Nikon,2000,,0
3,192,5.0,2000-11-14,Female,Camera & Photo,,2005,,0
3,193,1.0,2000-11-16,Female,Camera & Photo,,2005,,0
11,194,5.0,2000-11-17,Male,Camera & Photo,Panasonic,2001,,0
12,195,5.0,2000-11-18,Female&Male,Camera & Photo,Fujifilm,2001,,0
15,196,5.0,2000-11-22,Female&Male,Camera & Photo,Kodak,2006,,0
16,197,5.0,2000-11-22,Female&Male,Camera & Photo,Kodak,2001,,0
2,198,5.0,2000-11-25,Female&Male,Headphones,,2000,,0
12,199,3.0,2000-11-26,Female&Male,Camera & Photo,Fujifilm,2001,,0
10,200,3.0,2000-11-26,Male,Portable Audio & Video,,2000,,0
17,201,4.0,2000-11-27,Female,Camera & Photo,Fujifilm,2003,,0
8,202,4.0,2000-11-27,Female,Accessories & Supplies,,2000,,0
13,203,4.0,2000-11-28,Female,Camera & Photo,Nikon,2000,,0
14,204,5.0,2000-11-29,Female&Male,Camera & Photo,Kodak,2001,,0
3,205,4.0,2000-11-30,Female,Camera & Photo,,2005,,0
18,206,5.0,2000-12-01,Female,Camera & Photo,Sony,2001,,0
6,207,4.0,2000-12-03,Female,Camera & Photo,Panasonic,2015,,0
3,208,4.0,2000-12-06,Female,Camera & Photo,,2005,,0
3,209,5.0,2000-12-07,Female,Camera & Photo,,2005,,0
3,210,5.0,2000-12-09,Female,Camera & Photo,,2005,,0
14,211,1.0,2000-12-09,Female&Male,Camera & Photo,Kodak,2001,,0
13,212,3.0,2000-12-09,Female,Camera & Photo,Nikon,2000,,0
18,213,5.0,2000-12-11,Female,Camera & Photo,Sony,2001,,0
1,214,5.0,2000-12-14,Female,Computers & Accessories,HP,2000,,0
11,215,5.0,2000-12-14,Male,Camera & Photo,Panasonic,2001,,0
14,216,5.0,2000-12-15,Female&Male,Camera & Photo,Kodak,2001,,0
5,217,5.0,2000-12-15,Female&Male,Camera & Photo,Polaroid,2000,,0
1,218,3.0,2000-12-16,Female,Computers & Accessories,HP,2000,,0
1,219,5.0,2000-12-16,Female,Computers & Accessories,HP,2000,,0
3,220,2.0,2000-12-18,Female,Camera & Photo,,2005,,0
12,221,5.0,2000-12-18,Female&Male,Camera & Photo,Fujifilm,2001,,0
2,184,2.0,2000-12-19,Female&Male,Headphones,,2000,,2
13,222,4.0,2000-12-20,Female,Camera & Photo,Nikon,2000,,0
3,223,1.0,2000-12-21,Female,Camera & Photo,,2005,,0
1,224,1.0,2000-12-23,Female,Computers & Accessories,HP,2000,,0
14,225,5.0,2000-12-26,Female&Male,Camera & Photo,Kodak,2001,,0
10,226,4.0,2000-12-26,Male,Portable Audio & Video,,2000,,0
14,227,5.0,2000-12-28,Female&Male,Camera & Photo,Kodak,2001,,0
5,228,5.0,2000-12-29,Female&Male,Camera & Photo,Polaroid,2000,,0
19,229,3.0,2000-12-30,Female,Camera & Photo,Canon,2000,,0
13,230,2.0,2000-12-31,Female,Camera & Photo,Nikon,2000,,0
19,231,5.0,2000-12-31,Female,Camera & Photo,Canon,2000,Male,0
14,232,4.0,2001-01-01,Female&Male,Camera & Photo,Kodak,2001,,0
14,233,5.0,2001-01-02,Female&Male,Camera & Photo,Kodak,2001,Female,0
13,234,4.0,2001-01-02,Female,Camera & Photo,Nikon,2000,,0
1,235,4.0,2001-01-02,Female,Computers & Accessories,HP,2000,,0
11,236,5.0,2001-01-03,Male,Camera & Photo,Panasonic,2001,,0
14,237,4.0,2001-01-04,Female&Male,Camera & Photo,Kodak,2001,,0
14,238,5.0,2001-01-04,Female&Male,Camera & Photo,Kodak,2001,,0
2,239,5.0,2001-01-05,Female&Male,Headphones,,2000,,0
10,240,1.0,2001-01-06,Male,Portable Audio & Video,,2000,,0
3,241,4.0,2001-01-07,Female,Camera & Photo,,2005,,0
11,242,4.0,2001-01-07,Male,Camera & Photo,Panasonic,2001,,0
14,243,5.0,2001-01-08,Female&Male,Camera & Photo,Kodak,2001,,0
14,244,5.0,2001-01-08,Female&Male,Camera & Photo,Kodak,2001,,0
13,245,5.0,2001-01-08,Female,Camera & Photo,Nikon,2000,,0
12,246,4.0,2001-01-09,Female&Male,Camera & Photo,Fujifilm,2001,,0
3,247,2.0,2001-01-13,Female,Camera & Photo,,2005,,0
12,248,4.0,2001-01-18,Female&Male,Camera & Photo,Fujifilm,2001,,0
15,249,5.0,2001-01-18,Female&Male,Camera & Photo,Kodak,2006,,0
14,250,4.0,2001-01-20,Female&Male,Camera & Photo,Kodak,2001,,0
18,251,5.0,2001-01-21,Female,Camera & Photo,Sony,2001,,0
14,252,5.0,2001-01-23,Female&Male,Camera & Photo,Kodak,2001,,0
20,253,3.0,2001-01-23,Female&Male,Camera & Photo,Kensington,2007,,0
3,254,5.0,2001-01-27,Female,Camera & Photo,,2005,,0
1,255,1.0,2001-01-30,Female,Computers & Accessories,HP,2000,,0
14,256,5.0,2001-02-04,Female&Male,Camera & Photo,Kodak,2001,,0
14,257,5.0,2001-02-04,Female&Male,Camera & Photo,Kodak,2001,Female,0
14,258,5.0,2001-02-06,Female&Male,Camera & Photo,Kodak,2001,,0
13,259,4.0,2001-02-07,Female,Camera & Photo,Nikon,2000,,0
7,260,1.0,2001-02-07,Female,Home Audio,Philips,2001,,0
14,261,5.0,2001-02-09,Female&Male,Camera & Photo,Kodak,2001,,0
14,262,5.0,2001-02-11,Female&Male,Camera & Photo,Kodak,2001,,0
12,263,4.0,2001-02-18,Female&Male,Camera & Photo,Fujifilm,2001,,0
2,264,5.0,2001-02-19,Female&Male,Headphones,,2000,,0
21,265,5.0,2001-02-20,Male,Computers & Accessories,,2001,,0
19,266,4.0,2001-02-23,Female,Camera & Photo,Canon,2000,,0
13,267,4.0,2001-02-24,Female,Camera & Photo,Nikon,2000,,0
9,268,2.0,2001-02-25,Female,Camera & Photo,JVC,2018,,0
14,269,5.0,2001-03-02,Female&Male,Camera & Photo,Kodak,2001,Male,0
8,270,5.0,2001-03-03,Female,Accessories & Supplies,,2000,,0
7,271,1.0,2001-03-07,Female,Home Audio,Philips,2001,,0
22,272,5.0,2001-03-08,Female,Accessories & Supplies,,2001,,0
23,273,5.0,2001-03-10,Female&Male,Camera & Photo,,2001,,0
23,274,5.0,2001-03-10,Female&Male,Camera & Photo,,2001,Male,0
23,275,5.0,2001-03-10,Female&Male,Camera & Photo,,2001,,0
23,276,3.0,2001-03-10,Female&Male,Camera & Photo,,2001,,0
15,269,5.0,2001-03-10,Female&Male,Camera & Photo,Kodak,2006,Male,0
23,277,4.0,2001-03-10,Female&Male,Camera & Photo,,2001,,0
23,278,4.0,2001-03-11,Female&Male,Camera & Photo,,2001,,0
23,279,5.0,2001-03-11,Female&Male,Camera & Photo,,2001,,0
23,280,4.0,2001-03-11,Female&Male,Camera & Photo,,2001,,0
23,281,5.0,2001-03-11,Female&Male,Camera & Photo,,2001,,0
23,282,4.0,2001-03-11,Female&Male,Camera & Photo,,2001,,0
23,283,4.0,2001-03-11,Female&Male,Camera & Photo,,2001,,0
23,284,3.0,2001-03-11,Female&Male,Camera & Photo,,2001,,0
23,285,4.0,2001-03-11,Female&Male,Camera & Photo,,2001,,0
23,286,4.0,2001-03-12,Female&Male,Camera & Photo,,2001,,0
23,287,5.0,2001-03-12,Female&Male,Camera & Photo,,2001,,0
23,288,5.0,2001-03-12,Female&Male,Camera & Photo,,2001,,0
23,289,4.0,2001-03-12,Female&Male,Camera & Photo,,2001,,0
3,290,4.0,2001-03-12,Female,Camera & Photo,,2005,,0
1,291,5.0,2001-03-12,Female,Computers & Accessories,HP,2000,,0
23,292,5.0,2001-03-12,Female&Male,Camera & Photo,,2001,,0
12,293,1.0,2001-03-14,Female&Male,Camera & Photo,Fujifilm,2001,,0
24,294,5.0,2001-03-15,Female,Camera & Photo,Sony,2001,,0
4,295,1.0,2001-03-15,Female,Television & Video,Philips,2000,,0
15,296,4.0,2001-03-18,Female&Male,Camera & Photo,Kodak,2006,,0
11,297,4.0,2001-03-18,Male,Camera & Photo,Panasonic,2001,,0
13,298,4.0,2001-03-19,Female,Camera & Photo,Nikon,2000,,0
6,299,3.0,2001-03-21,Female,Camera & Photo,Panasonic,2015,,0
13,300,5.0,2001-03-21,Female,Camera & Photo,Nikon,2000,,0
20,301,4.0,2001-03-22,Female&Male,Camera & Photo,Kensington,2007,,0
25,302,5.0,2001-03-23,Female,Camera & Photo,Sony,2001,,0
23,303,4.0,2001-03-25,Female&Male,Camera & Photo,,2001,,0
13,304,5.0,2001-03-26,Female,Camera & Photo,Nikon,2000,,0
10,305,1.0,2001-03-28,Male,Portable Audio & Video,,2000,,0
1,306,5.0,2001-04-03,Female,Computers & Accessories,HP,2000,,0
26,307,1.0,2001-04-05,Female,Camera & Photo,Sony,2001,,0
27,308,5.0,2001-04-08,Female,Camera & Photo,Sony,2015,,0
13,309,5.0,2001-04-14,Female,Camera & Photo,Nikon,2000,Male,0
28,310,4.0,2001-04-15,Female&Male,Camera & Photo,Kodak,2001,,0
3,311,4.0,2001-04-18,Female,Camera & Photo,,2005,,0
3,312,4.0,2001-04-18,Female,Camera & Photo,,2005,,0
1,313,5.0,2001-04-18,Female,Computers & Accessories,HP,2000,,0
14,314,5.0,2001-04-18,Female&Male,Camera & Photo,Kodak,2001,,0
14,315,5.0,2001-04-22,Female&Male,Camera & Photo,Kodak,2001,,0
29,316,4.0,2001-04-22,Female&Male,Camera & Photo,Kodak,2001,,0
24,317,5.0,2001-04-23,Female,Camera & Photo,Sony,2001,,0
16,318,5.0,2001-04-23,Female&Male,Camera & Photo,Kodak,2001,,0
3,319,5.0,2001-04-24,Female,Camera & Photo,,2005,,0
22,320,5.0,2001-04-25,Female,Accessories & Supplies,,2001,,0
26,321,4.0,2001-04-26,Female,Camera & Photo,Sony,2001,,0
4,322,2.0,2001-04-27,Female,Television & Video,Philips,2000,,0
16,323,5.0,2001-04-29,Female&Male,Camera & Photo,Kodak,2001,,0
28,324,2.0,2001-04-29,Female&Male,Camera & Photo,Kodak,2001,,0
26,325,5.0,2001-04-30,Female,Camera & Photo,Sony,2001,,0
11,326,5.0,2001-05-02,Male,Camera & Photo,Panasonic,2001,,0
3,327,1.0,2001-05-02,Female,Camera & Photo,,2005,,0
29,328,5.0,2001-05-04,Female&Male,Camera & Photo,Kodak,2001,,0
24,158,5.0,2001-05-04,Female,Camera & Photo,Sony,2001,,0
28,328,5.0,2001-05-04,Female&Male,Camera & Photo,Kodak,2001,,2
29,329,1.0,2001-05-06,Female&Male,Camera & Photo,Kodak,2001,,0
29,330,5.0,2001-05-07,Female&Male,Camera & Photo,Kodak,2001,,0
2,331,3.0,2001-05-08,Female&Male,Headphones,,2000,,0
14,332,4.0,2001-05-09,Female&Male,Camera & Photo,Kodak,2001,,0
29,333,3.0,2001-05-09,Female&Male,Camera & Photo,Kodak,2001,,0
27,334,5.0,2001-05-09,Female,Camera & Photo,Sony,2015,,0
3,335,1.0,2001-05-10,Female,Camera & Photo,,2005,,0
3,336,5.0,2001-05-11,Female,Camera & Photo,,2005,,0
3,337,4.0,2001-05-11,Female,Camera & Photo,,2005,,0
3,338,4.0,2001-05-11,Female,Camera & Photo,,2005,,0
2,339,5.0,2001-05-13,Female&Male,Headphones,,2000,,0
13,340,2.0,2001-05-13,Female,Camera & Photo,Nikon,2000,Male,0
3,341,5.0,2001-05-14,Female,Camera & Photo,,2005,,0
22,342,5.0,2001-05-16,Female,Accessories & Supplies,,2001,,0
3,343,5.0,2001-05-17,Female,Camera & Photo,,2005,,0
23,344,5.0,2001-05-18,Female&Male,Camera & Photo,,2001,,0
16,158,3.0,2001-05-19,Female&Male,Camera & Photo,Kodak,2001,,0
25,345,4.0,2001-05-19,Female,Camera & Photo,Sony,2001,,0
25,346,3.0,2001-05-22,Female,Camera & Photo,Sony,2001,,0
1,347,2.0,2001-05-22,Female,Computers & Accessories,HP,2000,,0
16,348,5.0,2001-05-23,Female&Male,Camera & Photo,Kodak,2001,,0
14,349,4.0,2001-05-23,Female&Male,Camera & Photo,Kodak,2001,,0
23,350,5.0,2001-05-24,Female&Male,Camera & Photo,,2001,,0
22,351,5.0,2001-05-26,Female,Accessories & Supplies,,2001,,0
28,352,5.0,2001-05-26,Female&Male,Camera & Photo,Kodak,2001,,0
14,353,5.0,2001-05-28,Female&Male,Camera & Photo,Kodak,2001,,0
29,354,3.0,2001-05-28,Female&Male,Camera & Photo,Kodak,2001,,0
14,355,5.0,2001-05-29,Female&Male,Camera & Photo,Kodak,2001,,0
25,356,3.0,2001-05-29,Female,Camera & Photo,Sony,2001,,0
3,357,5.0,2001-05-31,Female,Camera & Photo,,2005,,0
22,358,4.0,2001-06-06,Female,Accessories & Supplies,,2001,,0
30,359,5.0,2001-06-06,Female,Camera & Photo,Sony,2017,,0
31,360,5.0,2001-06-07,Female&Male,Camera & Photo,,2002,,0
31,361,5.0,2001-06-07,Female&Male,Camera & Photo,,2002,,0
22,362,1.0,2001-06-07,Female,Accessories & Supplies,,2001,,0
14,363,4.0,2001-06-08,Female&Male,Camera & Photo,Kodak,2001,,0
16,364,5.0,2001-06-08,Female&Male,Camera & Photo,Kodak,2001,,0
32,365,5.0,2001-06-09,Female,Camera & Photo,Canon,2002,,0
32,366,4.0,2001-06-09,Female,Camera & Photo,Canon,2002,,0
2,367,4.0,2001-06-09,Female&Male,Headphones,,2000,,0
32,368,5.0,2001-06-11,Female,Camera & Photo,Canon,2002,,0
1,369,4.0,2001-06-11,Female,Computers & Accessories,HP,2000,Female,0
30,370,5.0,2001-06-14,Female,Camera & Photo,Sony,2017,,0
14,371,4.0,2001-06-16,Female&Male,Camera & Photo,Kodak,2001,,0
21,372,5.0,2001-06-17,Male,Computers & Accessories,,2001,,0
21,373,5.0,2001-06-18,Male,Computers & Accessories,,2001,,0
28,374,2.0,2001-06-19,Female&Male,Camera & Photo,Kodak,2001,,0
12,375,5.0,2001-06-19,Female&Male,Camera & Photo,Fujifilm,2001,,0
12,376,4.0,2001-06-20,Female&Male,Camera & Photo,Fujifilm,2001,,0
14,377,5.0,2001-06-21,Female&Male,Camera & Photo,Kodak,2001,,0
28,378,5.0,2001-06-22,Female&Male,Camera & Photo,Kodak,2001,,0
